bull_id,name,power_rating,avg_bull_score,avg_adjusted,attempts,rides,avg_ride_score,buckoff_pct,pre_ride_prob,hand_advantage_pct,hand_advantage_dir,lh_wins,lh_losses,lh_pct,lh_total,rh_wins,rh_losses,rh_pct,rh_total,top_riders_wins,top_riders_losses,top_riders_pct,contractor,active,round_wins,rider_round_wins
54,797 Homegrown (54),35.05,18.563,,11,6,74.67,45.45,,,,0,2,0.0,2,0,2,0.0,2,0,1,0.0,Homegrown,True,0,1
540,B5 Jersey Joe (540),65.35,20.128,,40,8,74.86,80.0,,7,LEFT,5,2,71.43,7,11,3,78.57,14,5,3,62.5,Jersey Joe,True,1,0
54000,21-20 Mississippi Mercenary (54000),56.74,20.965,,15,6,84.09,60.0,41.8,24,LEFT,3,4,42.86,7,4,2,66.67,6,3,6,33.33,Mississippi Mercenary,True,0,0
54001,0-4 Midnight Blues (54001),75.04,20.4,,5,0,0.0,100.0,37.2,,,2,0,100.0,2,3,0,100.0,3,3,0,100.0,Midnight Blues,True,0,0
54002,1846 Diablo (54002),62.22,20.925,,10,4,84.94,60.0,28.6,44,RIGHT,1,0,100.0,1,5,4,55.56,9,4,3,57.14,Diablo,True,1,0
54003,74 Joker's Misfit (54003),60.92,20.941,,21,5,84.63,76.19,25.1,42,LEFT,7,5,58.33,12,5,0,100.0,5,3,3,50.0,Joker's Misfit,True,0,2
54004,112 Halo (54004),60.98,21.36,21.049,12,3,84.78,75.0,30.8,8,RIGHT,3,1,75.0,4,4,2,66.67,6,3,3,50.0,Halo,True,1,1
54005,58H Ruckus (54005),58.49,20.183,,10,2,83.25,80.0,20.1,,,4,0,100.0,4,2,2,50.0,4,2,2,50.0,Ruckus,True,0,0
54006,2065 Brass Monkey (54006),0.0,20.75,,4,1,79.75,75.0,35.7,,,,,,,,,,,,,,Brass Monkey,True,0,0
54007,102J Gold Buckle (54007),68.98,20.196,,15,2,88.0,86.67,19.5,18,RIGHT,3,0,100.0,3,9,2,81.82,11,4,1,80.0,Gold Buckle,True,0,0
54008,116 Pixie Dust (54008),64.73,21.042,20.903,9,1,73.5,88.89,18.2,17,RIGHT,3,0,100.0,3,5,1,83.33,6,2,1,66.67,Pixie Dust,True,1,0
54009,K26 * (54009),0.0,21.0,,2,0,0.0,100.0,21.8,,,,,,,,,,,,,,*,True,0,0
54011,26 Yardmaster (54011),0.0,21.0,,1,0,0.0,100.0,29.7,,,,,,,,,,,,,,Yardmaster,True,0,0
54012,WT * (54012),0.0,21.125,,4,1,84.0,75.0,25.3,,,,,,,,,,,,,,*,True,0,1
54021,282K Bad To The Bone (54021),0.0,20.369,,4,1,76.15,75.0,22.5,,,,,,,,,,,,,,Bad To The Bone,True,0,0
54022,127 Honky Tonkin (54022),74.98,20.864,,9,0,0.0,100.0,19.0,,,2,0,100.0,2,6,0,100.0,6,2,0,100.0,Honky Tonkin,True,1,0
54023,900 Ocho Cinko (54023),74.89,20.806,,9,0,0.0,100.0,10.1,,,1,0,100.0,1,8,0,100.0,8,2,0,100.0,Ocho Cinko,True,0,0
54025,103 Travelin Jones (54025),77.42,20.886,,9,0,0.0,100.0,17.6,,,5,0,100.0,5,2,0,100.0,2,5,0,100.0,Travelin Jones,True,1,0
54030,211 Man Hunter (54030),55.58,21.054,21.021,14,4,85.25,71.43,37.7,4,RIGHT,2,1,66.67,3,5,3,62.5,8,2,4,33.33,Man Hunter,True,2,0
54031,J926 On Duty (54031),73.29,20.5,,9,1,84.5,88.89,14.9,,,4,0,100.0,4,3,1,75.0,4,2,0,100.0,On Duty,True,0,0
54032,1241 Varsity (54032),68.17,21.111,20.991,18,2,82.25,88.89,26.5,2,RIGHT,7,1,87.5,8,6,1,85.71,7,3,1,75.0,Varsity,True,2,0
54033,1226 Dive Bar (54033),74.49,21.438,21.279,23,2,87.5,91.3,22.5,19,LEFT,3,1,75.0,4,16,1,94.12,17,6,1,85.71,Dive Bar,True,1,1
54034,I25 Straight Edge (54034),75.37,20.625,,12,1,88.0,91.67,19.3,25,LEFT,3,1,75.0,4,7,0,100.0,7,4,0,100.0,Straight Edge,True,0,0
54035,185 Noslaw ExtraSauce (54035),66.43,20.975,,19,7,86.19,63.16,21.3,7,LEFT,1,1,50.0,2,8,6,57.14,14,7,6,53.85,Noslaw ExtraSauce,True,1,1
54036,189 Huey (54036),50.3,21.378,21.146,17,6,87.23,64.71,42.1,25,RIGHT,4,1,80.0,5,6,5,54.55,11,1,4,20.0,Huey,True,0,2
54037,202 The Brute (54037),63.54,20.357,,7,1,86.0,85.71,13.9,,,2,1,66.67,3,4,0,100.0,4,2,1,66.67,The Brute,True,0,0
54040,J2X Bone Tomahawk (54040),55.0,20.859,,16,7,83.57,56.25,30.5,7,RIGHT,4,3,57.14,7,4,4,50.0,8,2,3,40.0,Bone Tomahawk,True,2,1
54052,C2 Black Smoke (54052),0.0,18.0,,2,0,0.0,100.0,19.2,,,,,,,,,,,,,,Black Smoke,True,0,0
54057,54H Raminator (54057),57.45,20.844,,8,2,85.75,75.0,20.5,33,LEFT,1,1,50.0,2,5,1,83.33,6,1,1,50.0,Raminator,True,0,0
54060,94 * (54060),74.14,20.339,,7,0,0.0,100.0,12.2,,,2,0,100.0,2,2,0,100.0,2,2,0,100.0,*,True,0,0
54061,102 Hokey (54061),72.93,20.975,,7,1,84.0,85.71,25.6,20,RIGHT,2,0,100.0,2,4,1,80.0,5,1,0,100.0,Hokey,True,0,0
54062,011 * (54062),0.0,16.5,,2,2,67.75,0.0,45.0,,,,,,,,,,,,,,*,True,0,0
54063,012 * (54063),72.97,20.107,,7,0,0.0,100.0,11.6,,,4,0,100.0,4,3,0,100.0,3,1,0,100.0,*,True,0,0
54067,775 Shark Bait (54067),41.52,20.95,,5,1,85.0,80.0,11.4,,,1,1,50.0,2,1,0,100.0,1,,,,Shark Bait,True,0,0
54068,67H American Made (54068),68.6,21.544,21.343,18,7,89.53,61.11,41.7,50,RIGHT,4,0,100.0,4,7,7,50.0,14,8,6,57.14,American Made,True,4,4
54070,00J Money Hustler (54070),71.59,19.991,,5,1,83.0,80.0,9.2,,,2,0,100.0,2,1,1,50.0,2,2,0,100.0,Money Hustler,True,0,0
54073,115 Lil Bit Western (54073),0.0,20.2,,2,0,0.0,100.0,8.0,,,,,,,,,,,,,,Lil Bit Western,True,0,0
54076,103 Kangaroo Jack (54076),39.63,20.307,,7,2,79.15,71.43,15.3,,,2,1,66.67,3,1,1,50.0,2,,,,Kangaroo Jack,True,0,0
54077,1166 Red Dead Redemption (54077),63.23,21.274,,32,9,85.44,71.88,26.0,6,LEFT,9,5,64.29,14,7,3,70.0,10,3,2,60.0,Red Dead Redemption,True,4,2
54079,9K Jeremiah (54079),41.4,19.625,,6,0,0.0,100.0,13.7,,,5,0,100.0,5,,,,,,,,Jeremiah,True,0,0
54081,113 Wicked Edge (54081),0.0,20.688,,4,2,83.0,50.0,15.0,,,,,,,,,,,,,,Wicked Edge,True,0,1
54084,221C Grand Theft (54084),40.8,20.813,,8,2,85.0,75.0,11.9,13,LEFT,2,1,66.67,3,4,1,80.0,5,,,,Grand Theft,True,0,1
54087,990 Dagger (54087),0.0,20.95,,3,1,82.5,66.67,27.9,,,,,,,,,,,,,,Dagger,True,1,0
54088,S12 Throwing Dice (54088),59.87,21.235,21.1,17,4,84.75,76.47,57.5,32,LEFT,4,3,57.14,7,8,1,88.89,9,3,4,42.86,Throwing Dice,True,2,0
54089,130 R Watson (54089),44.3,21.625,21.439,6,0,0.0,100.0,7.0,,,1,0,100.0,1,1,0,100.0,1,,,,R Watson,True,0,0
54090,87J Intoxicated (54090),0.0,20.75,,4,0,0.0,100.0,41.8,,,,,,,,,,,,,,Intoxicated,True,0,0
54094,8J Clyde (54094),0.0,20.675,,3,0,0.0,100.0,24.2,,,,,,,,,,,,,,Clyde,True,1,0
54095,582 Whiz Kabeefa (54095),0.0,19.417,,3,1,73.1,66.67,22.3,,,,,,,,,,,,,,Whiz Kabeefa,True,0,0
54096,Z13 Buckle Up (54096),52.03,20.895,,5,4,86.33,20.0,29.3,,,,,,,1,4,20.0,5,1,1,50.0,Buckle Up,True,0,1
54099,50J Sweet Action (54099),72.16,21.123,20.953,24,7,86.01,70.83,19.6,17,RIGHT,8,3,72.73,11,5,4,55.56,9,10,6,62.5,Sweet Action,True,2,0
541,C4X Explosion (541),49.4,19.826,,43,10,77.5,76.74,,4,RIGHT,7,2,77.78,9,11,4,73.33,15,1,4,20.0,Explosion,True,0,0
54100,813 Captain (54100),55.67,20.85,,7,3,85.62,57.14,25.6,,,1,1,50.0,2,1,2,33.33,3,1,1,50.0,Captain,True,0,1
54103,228Z Show Me The Money (54103),70.79,21.481,21.276,8,1,87.75,87.5,24.8,50,LEFT,1,1,50.0,2,5,0,100.0,5,4,1,80.0,Show Me The Money,True,1,0
54104,12J Pop A Top (54104),0.0,20.781,,4,1,0.0,75.0,37.7,,,,,,,,,,,,,,Pop A Top,True,1,0
54109,J1 Arrow Head (54109),72.61,21.182,21.015,11,2,84.25,81.82,9.0,33,RIGHT,3,0,100.0,3,4,2,66.67,6,1,0,100.0,Arrow Head,True,0,0
54110,H8 Spook (54110),38.22,20.417,,9,4,81.38,55.56,42.6,,,2,1,66.67,3,0,3,0.0,3,,,,Spook,True,0,0
54111,11 Shark (54111),72.6,21.417,21.264,9,2,86.75,77.78,23.8,33,RIGHT,5,1,83.33,6,1,1,50.0,2,1,0,100.0,Shark,True,0,2
54112,112 Uh Oh (54112),60.07,21.181,21.002,18,6,85.67,66.67,22.1,55,RIGHT,3,0,100.0,3,5,6,45.45,11,3,3,50.0,Uh Oh,True,0,3
54113,-88 Hacked Off (54113),70.58,20.538,,13,4,84.38,69.23,26.5,25,LEFT,2,2,50.0,4,6,2,75.0,8,1,0,100.0,Hacked Off,True,0,3
54117,K06 * (54117),0.0,20.625,,4,0,0.0,100.0,19.9,,,,,,,,,,,,,,*,True,0,0
54118,K03 Murrell (54118),79.49,21.443,21.184,19,0,0.0,100.0,0.4,,,8,0,100.0,8,8,0,100.0,8,7,0,100.0,Murrell,True,2,0
54119,2141K Stevie Wonder (54119),0.0,21.0,,2,0,0.0,100.0,6.9,,,,,,,,,,,,,,Stevie Wonder,True,0,0
54120,322 Show Me Dollars (54120),64.21,21.011,20.776,7,1,74.0,85.71,32.7,,,2,1,66.67,3,2,0,100.0,2,2,1,66.67,Show Me Dollars,True,2,0
54121,2L9 Unloaded (54121),41.44,19.775,,10,1,83.5,90.0,18.5,20,LEFT,4,1,80.0,5,2,0,100.0,2,0,1,0.0,Unloaded,True,1,0
54122,UN Unknown Bull (54122),0.0,19.5,,1,0,0.0,100.0,24.8,,,,,,,,,,,,,,Unknown Bull,True,0,0
54123,X9 Without Warning (54123),63.85,21.255,21.156,10,2,84.75,80.0,40.5,5,RIGHT,4,1,80.0,5,3,1,75.0,4,3,2,60.0,Without Warning,True,0,0
54126,101 Evil Intentions (54126),60.5,21.561,21.43,26,1,86.75,96.15,8.6,9,RIGHT,10,0,100.0,10,10,1,90.91,11,1,1,50.0,Evil Intentions,True,1,0
54128,106 Not Like Us (54128),66.9,20.192,,9,1,84.5,88.89,3.3,,,1,1,50.0,2,4,0,100.0,4,3,1,75.0,Not Like Us,True,0,0
54129,226 Living On A Prayer (54129),72.23,20.533,,9,2,84.9,77.78,11.2,20,RIGHT,1,0,100.0,1,4,1,80.0,5,2,0,100.0,Living On A Prayer,True,0,0
54130,065J Uncle Doc (54130),52.92,21.325,21.161,6,2,87.18,66.67,34.3,,,1,1,50.0,2,2,1,66.67,3,1,2,33.33,Uncle Doc,True,1,0
54132,131X Trippin (54132),43.25,21.108,20.779,6,0,0.0,100.0,5.6,,,1,0,100.0,1,2,0,100.0,2,,,,Trippin,True,0,0
54133,113 Zool (54133),41.58,19.74,,5,0,0.0,100.0,11.5,,,2,0,100.0,2,1,0,100.0,1,,,,Zool,True,0,0
54135,900 CA Mammoth (54135),42.39,20.242,,6,0,0.0,100.0,3.7,,,2,0,100.0,2,3,0,100.0,3,,,,CA Mammoth,True,0,0
54136,292 Squealer (54136),0.0,19.181,,4,2,71.83,50.0,24.9,,,,,,,,,,,,,,Squealer,True,0,0
54137,80KB Voodoo Warrior (54137),42.49,21.029,20.7,7,1,88.15,85.71,33.3,,,2,1,66.67,3,2,0,100.0,2,0,1,0.0,Voodoo Warrior,True,1,0
54140,128 Hawaiian Rollercoaster  (54140),0.0,20.375,,2,0,0.0,100.0,3.6,,,,,,,,,,,,,,Hawaiian Rollercoaster,True,0,0
54141,201 Hot Mess (54141),0.0,20.075,,4,0,0.0,100.0,2.9,,,,,,,,,,,,,,Hot Mess,True,1,0
54142,109 Yosemite Sam (54142),73.09,21.575,21.246,8,2,89.43,75.0,38.7,,,4,0,100.0,4,1,2,33.33,3,2,0,100.0,Yosemite Sam,True,0,1
54143,125 Born To Raise Hell (54143),71.49,20.221,,6,1,80.25,83.33,49.5,,,1,0,100.0,1,1,1,50.0,2,1,0,100.0,Born To Raise Hell,True,0,0
54146,24X Night Games (54146),39.1,21.142,20.813,6,3,88.17,50.0,28.1,,,1,1,50.0,2,0,2,0.0,2,0,1,0.0,Night Games,True,0,2
54148,2 Outlaw's Reward (54148),40.17,20.419,,8,2,80.15,75.0,22.8,,,0,1,0.0,1,3,1,75.0,4,,,,Outlaw's Reward,True,0,0
54259,002 Buttercup (54259),40.41,19.788,,8,1,81.4,87.5,49.2,,,,,,,1,1,50.0,2,,,,Buttercup,True,0,0
54263,328A- Little Cuycay (54263),42.05,20.029,,7,0,0.0,100.0,3.6,,,,,,,2,0,100.0,2,,,,Little Cuycay,True,0,0
54264,01 Coal Train (54264),43.3,21.142,20.813,6,0,0.0,100.0,19.6,,,2,0,100.0,2,,,,,,,,Coal Train,True,1,0
54265,17L Gucci Flip Flops (54265),65.5,21.475,21.314,10,1,84.75,90.0,14.4,,,3,1,75.0,4,2,0,100.0,2,2,1,66.67,Gucci Flip Flops,True,1,0
54267,211 Ink Spot (54267),60.42,20.117,,12,5,80.54,58.33,39.4,35,RIGHT,3,2,60.0,5,1,3,25.0,4,2,1,66.67,Ink Spot,True,0,0
54268,24 Blue Boy (54268),70.54,20.291,,11,3,79.33,72.73,35.1,43,RIGHT,1,0,100.0,1,4,3,57.14,7,1,0,100.0,Blue Boy,True,0,0
54270,77 Copenhagen Kiss (54270),43.31,20.82,,5,0,0.0,100.0,6.9,,,2,0,100.0,2,1,0,100.0,1,,,,Copenhagen Kiss,True,0,0
54273,RC137 Big Iron (54273),41.62,20.657,,7,1,85.5,85.71,5.8,,,0,1,0.0,1,,,,,,,,Big Iron,True,0,1
54274,-84 Whiskey Talk (54274),74.1,20.757,,14,1,78.5,92.86,14.6,14,RIGHT,4,0,100.0,4,6,1,85.71,7,2,0,100.0,Whiskey Talk,True,0,0
54275,881 Legend Dairy (54275),0.0,20.667,,3,3,83.0,0.0,31.3,,,,,,,,,,,,,,Legend Dairy,True,0,0
54276,F20 Rodeo Stray (54276),74.13,20.028,,9,1,84.0,88.89,44.9,20,LEFT,4,1,80.0,5,4,0,100.0,4,4,0,100.0,Rodeo Stray,True,0,0
54278,1411 Rock n' Roll (54278),66.41,21.016,20.93,16,3,87.08,81.25,24.2,9,LEFT,4,1,80.0,5,8,1,88.89,9,4,2,66.67,Rock n' Roll,True,0,0
54280,12 Redneck (54280),71.13,20.243,,7,2,82.0,71.43,19.0,30,RIGHT,4,1,80.0,5,1,1,50.0,2,2,0,100.0,Redneck,True,0,0
54282,100H Abracadabra (54282),0.0,19.5,,2,0,0.0,100.0,22.7,,,,,,,,,,,,,,Abracadabra,True,0,0
54283,11 No One (54283),0.0,20.438,,4,1,74.0,75.0,25.5,,,,,,,,,,,,,,No One,True,0,0
54284,1148 Waiting On Hank (54284),53.37,20.696,,14,3,82.73,78.57,44.0,13,LEFT,4,2,66.67,6,4,1,80.0,5,1,2,33.33,Waiting On Hank,True,1,0
54285,199 Affairs In Order (54285),40.2,20.8,,13,4,85.35,69.23,58.0,13,LEFT,5,3,62.5,8,3,1,75.0,4,,,,Affairs In Order,True,1,0
54286,146 Write This Down (54286),52.37,20.921,,18,9,84.97,50.0,21.9,44,LEFT,2,7,22.22,9,4,2,66.67,6,2,6,25.0,Write This Down,True,2,1
54287,86J Sorry Sam (54287),75.99,21.471,21.231,17,2,89.25,88.24,19.6,2,LEFT,6,1,85.71,7,7,1,87.5,8,4,0,100.0,Sorry Sam,True,1,1
54288,112 Risen Sun (54288),38.7,20.563,,4,2,85.5,50.0,31.1,,,1,1,50.0,2,0,1,0.0,1,0,1,0.0,Risen Sun,True,0,1
54289,-73 Custer's Last Stand (54289),0.0,20.875,,2,0,0.0,100.0,22.6,,,,,,,,,,,,,,Custer's Last Stand,True,0,0
54292,79 Heartbreaker (54292),0.0,20.75,,2,1,83.5,50.0,23.7,,,,,,,,,,,,,,Heartbreaker,True,0,0
54293,16J The Gambler (54293),38.67,21.0,20.671,5,3,85.08,40.0,43.4,,,0,2,0.0,2,1,1,50.0,2,0,2,0.0,The Gambler,True,0,0
54295,213 Maserati (54295),80.69,21.609,21.434,22,0,0.0,100.0,17.6,,,6,0,100.0,6,13,0,100.0,13,8,0,100.0,Maserati,True,2,0
54296,188 The Herf (54296),0.0,19.417,,3,2,79.25,33.33,24.9,,,,,,,,,,,,,,The Herf,True,0,0
54297,200 Icky Thump (54297),70.8,21.353,21.126,20,2,85.23,90.0,17.0,7,LEFT,5,1,83.33,6,9,1,90.0,10,4,1,80.0,Icky Thump,True,1,1
54298,125 Revolver (54298),57.72,20.7,,15,3,82.67,80.0,15.7,36,RIGHT,6,1,85.71,7,2,2,50.0,4,1,1,50.0,Revolver,True,0,0
54299,228 Money For Nothin (54299),0.0,20.113,,4,1,73.0,75.0,12.3,,,,,,,,,,,,,,Money For Nothin,True,0,0
543,42 * (543),68.27,19.25,,6,2,71.5,66.67,,,,2,0,100.0,2,1,0,100.0,1,1,0,100.0,*,True,0,1
54300,C02 Nitro (54300),57.62,20.64,,5,1,82.4,80.0,35.9,,,3,1,75.0,4,,,,,1,1,50.0,Nitro,True,0,0
54301,109 Poser (54301),0.0,18.6,,3,1,74.6,66.67,22.5,,,,,,,,,,,,,,Poser,True,0,0
54308,100 Hangover (54308),0.0,20.75,,4,0,0.0,100.0,8.2,,,,,,,,,,,,,,Hangover,True,0,0
54309,9+ Bombay (54309),38.16,20.1,,5,2,83.0,60.0,20.9,,,1,0,100.0,1,0,2,0.0,2,,,,Bombay,True,0,0
54313,806 Road Trip (54313),35.04,20.65,,5,4,84.53,20.0,21.5,,,,,,,1,1,50.0,2,,,,Road Trip,True,0,0
54315,58K Time Machine (54315),52.83,21.226,21.071,19,3,85.83,84.21,26.2,8,RIGHT,7,1,87.5,8,8,2,80.0,10,1,3,25.0,Time Machine,True,0,0
54317,03 Handcuffed (54317),76.44,21.105,21.088,20,1,84.0,95.0,5.7,13,RIGHT,8,0,100.0,8,7,1,87.5,8,4,0,100.0,Handcuffed,True,1,0
54318,31J Vanilla Ice (54318),0.0,20.563,,4,0,0.0,100.0,6.9,,,,,,,,,,,,,,Vanilla Ice,True,0,0
54319,49J Magic Mike (54319),0.0,20.25,,3,2,77.75,33.33,34.7,,,,,,,,,,,,,,Magic Mike,True,1,0
54321,-4 SPM (54321),69.92,20.734,,8,1,85.0,87.5,8.3,20,LEFT,4,1,80.0,5,2,0,100.0,2,4,1,80.0,SPM,True,0,0
54327,T6 T-Bone (54327),0.0,21.038,,4,1,86.0,75.0,31.3,,,,,,,,,,,,,,T-Bone,True,1,0
54329,H10 Knapp Time (54329),71.57,20.015,,8,1,80.5,87.5,6.9,,,1,0,100.0,1,2,0,100.0,2,1,0,100.0,Knapp Time,True,0,0
54330,233 Amigo (54330),72.75,21.259,20.988,16,1,83.5,93.75,23.9,10,RIGHT,3,0,100.0,3,9,1,90.0,10,5,1,83.33,Amigo,True,0,1
54331,48J Last Call (54331),58.65,21.141,20.812,8,1,0.0,87.5,28.6,,,3,1,75.0,4,3,0,100.0,3,1,1,50.0,Last Call,True,1,0
54332,243 Firewood (54332),39.87,20.75,,6,2,84.43,66.67,38.0,,,0,2,0.0,2,1,0,100.0,1,,,,Firewood,True,0,0
54333,014 Milestone (54333),73.66,21.631,21.401,18,2,83.43,88.89,27.8,20,RIGHT,6,0,100.0,6,8,2,80.0,10,7,2,77.78,Milestone,True,8,0
54334,041 Cheep Perfume (54334),57.34,20.107,,7,1,77.0,85.71,26.7,20,RIGHT,1,0,100.0,1,4,1,80.0,5,1,1,50.0,Cheep Perfume,True,0,0
54337,807 * (54337),0.0,18.75,,2,1,75.0,50.0,23.4,,,,,,,,,,,,,,*,True,0,0
54338,06J Nails (54338),38.29,20.25,,7,4,79.75,42.86,53.3,,,2,2,50.0,4,1,2,33.33,3,0,2,0.0,Nails,True,0,0
54339,04 Chism (54339),58.97,20.75,,12,1,88.5,91.67,31.0,25,RIGHT,6,0,100.0,6,3,1,75.0,4,1,1,50.0,Chism,True,0,1
54340,143 Sizzler (54340),63.85,20.795,,11,2,80.0,81.82,12.2,36,LEFT,1,1,50.0,2,6,1,85.71,7,2,1,66.67,Sizzler,True,0,0
54342,1237 Ziggy (54342),75.08,19.925,,10,0,0.0,100.0,7.7,,,3,0,100.0,3,7,0,100.0,7,4,0,100.0,Ziggy,True,2,0
54343,1212 8 Ball (54343),0.0,19.5,,3,1,70.0,66.67,18.2,,,,,,,,,,,,,,8 Ball,True,0,0
54344,38H Larry (54344),66.57,21.069,20.898,18,3,89.33,83.33,31.3,32,LEFT,3,2,60.0,5,11,1,91.67,12,4,2,66.67,Larry,True,1,2
54347,25J Shifting Gears (54347),0.0,19.7,,3,2,79.0,33.33,27.0,,,,,,,,,,,,,,Shifting Gears,True,0,0
54349,114 Okie Dokie (54349),53.62,21.822,21.596,9,3,89.33,66.67,31.1,10,LEFT,1,1,50.0,2,3,2,60.0,5,1,2,33.33,Okie Dokie,True,2,2
54350,9 Outlaw (54350),0.0,19.575,,2,0,0.0,100.0,19.3,,,,,,,,,,,,,,Outlaw,True,0,0
54351,89J Toe Tagged (54351),78.36,21.5,21.307,19,1,85.5,94.74,17.3,8,RIGHT,6,0,100.0,6,11,1,91.67,12,6,0,100.0,Toe Tagged,True,2,1
54353,T1i T-Bone (54353),68.29,21.393,21.262,14,2,87.75,85.71,42.9,40,LEFT,3,2,60.0,5,7,0,100.0,7,3,1,75.0,T-Bone,True,0,0
54354,B67 Karaoke Nights (54354),70.73,21.114,20.982,11,4,88.0,63.64,20.8,25,RIGHT,3,1,75.0,4,3,3,50.0,6,1,0,100.0,Karaoke Nights,True,1,4
54355,0B1 Black Betty (54355),0.0,21.0,,4,1,84.4,75.0,11.7,,,,,,,,,,,,,,Black Betty,True,0,0
54359,155 Kick Back (54359),0.0,20.725,,3,0,0.0,100.0,22.8,,,,,,,,,,,,,,Kick Back,True,0,0
54360,12J Whiskey Jam (54360),0.0,20.7,,2,2,84.68,0.0,34.7,,,,,,,,,,,,,,Whiskey Jam,True,0,0
54363,101 Zing Zang (54363),42.35,21.167,20.912,9,1,85.0,88.89,21.9,20,RIGHT,2,0,100.0,2,4,1,80.0,5,,,,Zing Zang,True,1,0
54365,025 Derty Bertty (54365),40.44,20.65,,10,5,84.0,50.0,41.2,35,RIGHT,3,2,60.0,5,1,3,25.0,4,0,3,0.0,Derty Bertty,True,0,1
54366,Z15 Homie (54366),0.0,20.75,,3,1,81.5,66.67,23.1,,,,,,,,,,,,,,Homie,True,0,0
54367,107 Oyster Shot (54367),39.35,20.469,,8,4,82.5,50.0,38.0,,,0,2,0.0,2,1,2,33.33,3,0,2,0.0,Oyster Shot,True,0,1
54368,1064 Bad Moonshine (54368),0.0,20.5,,4,3,83.83,25.0,30.4,,,,,,,,,,,,,,Bad Moonshine,True,0,2
54369,015 Flip the Switch (54369),37.2,20.125,,6,3,83.33,50.0,26.6,,,1,3,25.0,4,,,,,,,,Flip the Switch,True,0,1
54371,909 Pit Viper (54371),41.76,19.85,,6,0,0.0,100.0,2.6,,,1,0,100.0,1,1,0,100.0,1,,,,Pit Viper,True,0,0
54372,110 Candygram (54372),37.2,19.0,,5,2,76.5,60.0,13.0,,,1,1,50.0,2,1,1,50.0,2,0,1,0.0,Candygram,True,0,0
54373,101 Heartbreaker (54373),71.4,19.906,,8,1,74.0,87.5,21.1,20,LEFT,4,1,80.0,5,1,0,100.0,1,1,0,100.0,Heartbreaker,True,0,0
54376,4D15 Spotted Barron (54376),41.44,20.214,,8,2,83.5,75.0,44.1,,,2,1,66.67,3,2,1,66.67,3,0,2,0.0,Spotted Barron,True,0,1
54377,19 Hiway Junky (54377),38.8,19.885,,13,6,83.27,53.85,62.4,17,LEFT,1,2,33.33,3,4,4,50.0,8,0,2,0.0,Hiway Junky,True,0,0
54378,113 Blue Nerve (54378),68.47,21.051,20.754,17,3,85.75,82.35,24.3,30,LEFT,7,3,70.0,10,6,0,100.0,6,5,2,71.43,Blue Nerve,True,2,1
54380,561 Danger Zone (54380),0.0,20.188,,4,1,82.5,75.0,18.9,,,,,,,,,,,,,,Danger Zone,True,0,0
54382,135 After Glow (54382),73.79,20.638,,12,1,84.0,91.67,31.6,33,LEFT,2,1,66.67,3,6,0,100.0,6,2,0,100.0,After Glow,True,0,0
54384,116 Monster Chip (54384),40.54,21.259,20.93,8,3,86.13,62.5,50.7,60,RIGHT,2,0,100.0,2,2,3,40.0,5,0,1,0.0,Monster Chip,True,3,1
54385,109 Kish Me Again (54385),41.27,20.436,,14,2,83.8,85.71,20.1,40,LEFT,3,2,60.0,5,6,0,100.0,6,,,,Kish Me Again,True,2,0
54386,109 Slow Burn (54386),0.0,19.667,,3,2,81.75,33.33,36.1,,,,,,,,,,,,,,Slow Burn,True,0,0
54387,149 Rip Dinger (54387),39.43,20.558,,6,4,83.65,33.33,42.5,80,LEFT,1,4,20.0,5,1,0,100.0,1,0,4,0.0,Rip Dinger,True,0,1
54388,J7 Jet Black (54388),56.78,20.654,,23,9,84.23,60.87,33.7,3,LEFT,6,4,60.0,10,5,3,62.5,8,3,5,37.5,Jet Black,True,1,1
54389,511 Holdin My Own (54389),50.0,20.375,,8,4,83.56,50.0,20.5,,,1,1,50.0,2,1,2,33.33,3,1,2,33.33,Holdin My Own,True,0,0
54391,461 Constant Sorrow (54391),51.87,19.984,,8,2,76.0,75.0,41.2,,,1,0,100.0,1,2,2,50.0,4,1,2,33.33,Constant Sorrow,True,0,0
54392,107 Yesterdays Misfortunes (54392),0.0,19.083,,3,2,83.5,33.33,51.5,,,,,,,,,,,,,,Yesterdays Misfortunes,True,0,0
54394,103 Blast Off (54394),40.52,20.484,,8,5,83.75,37.5,53.4,,,2,2,50.0,4,1,0,100.0,1,0,5,0.0,Blast Off,True,0,0
54395,601 Deaner (54395),0.0,14.0,,2,0,0.0,100.0,35.6,,,,,,,,,,,,,,Deaner,True,0,0
54399,145 Mighty Mouse (54399),0.0,20.25,,3,0,0.0,100.0,19.0,,,,,,,,,,,,,,Mighty Mouse,True,0,0
544,0 Dairy King (544),35.17,18.857,,8,4,76.75,50.0,,,,,,,,,,,,,,,Dairy King,True,0,0
54401,009 Civil Standby (54401),0.0,18.5,,2,1,71.0,50.0,27.7,,,,,,,,,,,,,,Civil Standby,True,0,0
54402,007 Redneck Dream Catcher (54402),0.0,17.813,,4,0,0.0,100.0,32.7,,,,,,,,,,,,,,Redneck Dream Catcher,True,0,0
54403,892 Kowalski (54403),57.58,21.0,20.924,12,3,83.17,75.0,6.8,75,RIGHT,5,0,100.0,5,1,3,25.0,4,1,1,50.0,Kowalski,True,1,1
