bull_id_str,bull_career_outs,bull_career_buckoffs,bull_buckoff_pct,bull_qual_pct,bull_avg_score,bull_recent_buckoff,bull_spin_dir
1398,27.0,15.0,55.55555555555556,44.44444444444444,37.42857142857143,0.6,LEFT
140,4.0,3.0,75.0,25.0,36.5,0.75,
1400,5.0,2.0,40.0,60.0,39.125,0.4,
1402,25.0,10.0,40.0,60.0,35.23809523809524,0.1,LEFT
1403,4.0,1.0,25.0,75.0,36.625,0.25,
1404,36.0,24.0,66.66666666666666,33.33333333333334,39.234375,0.6,RIGHT
1405,21.0,16.0,76.19047619047619,23.80952380952381,40.475,0.8,LEFT
1406,25.0,15.0,60.0,40.0,42.958333333333336,0.8,LEFT
1407,2.0,2.0,100.0,0.0,41.0,1.0,
1408,22.0,20.0,90.9090909090909,9.090909090909093,42.142857142857146,1.0,LEFT
1409,0.0,0.0,50.0,50.0,41.0,0.5,
141,1.0,1.0,100.0,0.0,41.0,1.0,
1410,4.0,1.0,25.0,75.0,34.333333333333336,0.25,
1412,3.0,1.0,33.33333333333333,66.66666666666667,34.333333333333336,0.3333333333333333,
1413,19.0,16.0,84.21052631578947,15.789473684210535,40.361111111111114,0.8,LEFT
1415,10.0,7.0,70.0,30.0,36.785714285714285,0.7,
1417,0.0,0.0,50.0,50.0,41.0,0.5,
1418,4.0,0.0,0.0,100.0,41.75,0.0,
1419,30.0,22.0,73.33333333333333,26.66666666666667,38.3125,0.9,LEFT
142,7.0,5.0,71.42857142857143,28.57142857142857,39.916666666666664,0.7142857142857143,
1420,26.0,20.0,76.92307692307693,23.076923076923066,38.55,0.6,RIGHT
1421,12.0,10.0,83.33333333333334,16.666666666666657,36.857142857142854,0.9,
1423,32.0,19.0,59.375,40.625,42.30357142857143,0.8,LEFT
1424,2.0,1.0,50.0,50.0,33.5,0.5,
1425,29.0,23.0,79.3103448275862,20.689655172413794,34.82608695652174,0.8,RIGHT
1426,1.0,1.0,100.0,0.0,42.0,1.0,
1427,9.0,8.0,88.88888888888889,11.111111111111114,38.8125,0.8888888888888888,
1428,34.0,20.0,58.82352941176471,41.17647058823529,38.94827586206897,0.5,RIGHT
1429,29.0,23.0,79.3103448275862,20.689655172413794,39.108695652173914,0.7,LEFT
143,25.0,18.0,72.0,28.0,43.142857142857146,0.7,LEFT
1430,10.0,5.0,50.0,50.0,36.77777777777778,0.5,
1431,11.0,5.0,45.45454545454545,54.54545454545455,37.166666666666664,0.4,
1432,38.0,36.0,94.73684210526315,5.26315789473685,40.660714285714285,0.8,RIGHT
1433,9.0,8.0,88.88888888888889,11.111111111111114,36.0,0.8888888888888888,LEFT
1434,4.0,2.0,50.0,50.0,39.666666666666664,0.5,
1435,30.0,25.0,83.33333333333334,16.666666666666657,39.0,0.6,RIGHT
1436,0.0,0.0,50.0,50.0,41.0,0.5,
1437,0.0,0.0,50.0,50.0,41.0,0.5,
1438,5.0,3.0,60.0,40.0,36.666666666666664,0.6,
144,35.0,29.0,82.85714285714286,17.14285714285714,39.08064516129032,0.8,LEFT
1440,0.0,0.0,50.0,50.0,41.0,0.5,
1441,26.0,22.0,84.61538461538461,15.384615384615387,37.416666666666664,0.8,
1442,28.0,19.0,67.85714285714286,32.14285714285714,33.89473684210526,0.7,LEFT
1443,1.0,1.0,100.0,0.0,41.0,1.0,
1444,7.0,3.0,42.857142857142854,57.142857142857146,34.142857142857146,0.42857142857142855,
1445,32.0,16.0,50.0,50.0,37.32692307692308,0.3,RIGHT
1446,25.0,17.0,68.0,32.0,34.666666666666664,0.7,LEFT
145,46.0,39.0,84.78260869565217,15.217391304347828,39.14473684210526,1.0,RIGHT
1451,12.0,10.0,83.33333333333334,16.666666666666657,39.388888888888886,0.8,
1452,20.0,13.0,65.0,35.0,42.025,0.7,RIGHT
1453,12.0,7.0,58.333333333333336,41.666666666666664,37.666666666666664,0.5,LEFT
1454,17.0,10.0,58.82352941176471,41.17647058823529,38.4375,0.5,LEFT
1455,10.0,5.0,50.0,50.0,36.57142857142857,0.5,
1456,7.0,5.0,71.42857142857143,28.57142857142857,36.42857142857143,0.7142857142857143,RIGHT
